REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
/tmp/tmpm29zgff7.wav	 /tmp/tmp895jk2di.wav	 -1.000	 1.405	 16000	wb
/tmp/tmpxmcn_bg0.wav	 /tmp/tmpo1jrp76a.wav	 -1.000	 2.000	 16000	wb
/tmp/tmpwbev2_s0.wav	 /tmp/tmpv26u_1zo.wav	 -1.000	 2.120	 16000	wb
/tmp/tmpm2sm09jp.wav	 /tmp/tmppesjofiu.wav	 -1.000	 1.320	 16000	wb
/tmp/tmpqzlyfhku.wav	 /tmp/tmpd15i7un7.wav	 -1.000	 1.270	 16000	wb
/tmp/tmpkxcgnssf.wav	 /tmp/tmpwcnf5fg_.wav	 -1.000	 1.409	 16000	wb
/tmp/tmpfklbq2nv.wav	 /tmp/tmpfhpudl4c.wav	 -1.000	 1.406	 16000	wb
/tmp/tmplj_65for.wav	 /tmp/tmpk0c_bhd9.wav	 -1.000	 1.066	 16000	wb
/tmp/tmpavo_1kpn.wav	 /tmp/tmpqg3r_osi.wav	 -1.000	 1.695	 16000	wb
/tmp/tmph9t8hz6m.wav	 /tmp/tmpew80nqoq.wav	 -1.000	 1.811	 16000	wb
/tmp/tmpa4sh9gk1.wav	 /tmp/tmp07t17sic.wav	 -1.000	 1.745	 16000	wb
/tmp/tmpy1qs10tw.wav	 /tmp/tmpj43zhsis.wav	 -1.000	 1.791	 16000	wb
/tmp/tmp86frk7_g.wav	 /tmp/tmpi7vdzuhl.wav	 -1.000	 1.748	 16000	wb
/tmp/tmpemltrkrz.wav	 /tmp/tmpixs44n5z.wav	 -1.000	 1.377	 16000	wb
/tmp/tmpqllfosie.wav	 /tmp/tmp22wttp1z.wav	 -1.000	 1.422	 16000	wb
/tmp/tmptaiqc_uw.wav	 /tmp/tmp7s54wo9_.wav	 -1.000	 2.146	 16000	wb
/tmp/tmpmz_aig65.wav	 /tmp/tmpozjz72fc.wav	 -1.000	 1.844	 16000	wb
/tmp/tmpl4_avfd5.wav	 /tmp/tmpwfsq14wr.wav	 -1.000	 2.180	 16000	wb
/tmp/tmpuy3e3j1a.wav	 /tmp/tmp6puo9xcc.wav	 -1.000	 1.946	 16000	wb
/tmp/tmpyn6aj05x.wav	 /tmp/tmp66kwqd75.wav	 -1.000	 1.973	 16000	wb
/tmp/tmpfxu527k4.wav	 /tmp/tmp99evhnpr.wav	 -1.000	 2.150	 16000	wb
/tmp/tmp6sqh_bh_.wav	 /tmp/tmp0wwbrysm.wav	 -1.000	 1.479	 16000	wb
/tmp/tmp54weh7mu.wav	 /tmp/tmpwp4d7mkz.wav	 -1.000	 1.568	 16000	wb
/tmp/tmps3u9717d.wav	 /tmp/tmpqh07ddtl.wav	 -1.000	 2.326	 16000	wb
/tmp/tmpflmwmbt4.wav	 /tmp/tmpx3fhlgqf.wav	 -1.000	 2.283	 16000	wb
/tmp/tmp5rbb_ppf.wav	 /tmp/tmpsy8d71es.wav	 -1.000	 1.888	 16000	wb
/tmp/tmp049q6ch1.wav	 /tmp/tmpomp1v92_.wav	 -1.000	 1.840	 16000	wb
/tmp/tmpg2bt3ptt.wav	 /tmp/tmpe2y1cpcr.wav	 -1.000	 2.252	 16000	wb
/tmp/tmp2b2052m7.wav	 /tmp/tmpkrpar5ut.wav	 -1.000	 1.421	 16000	wb
/tmp/tmpiqancz1n.wav	 /tmp/tmpeh_ryyzy.wav	 -1.000	 2.829	 16000	wb
/tmp/tmp0e67_pod.wav	 /tmp/tmp2cw9wx4x.wav	 -1.000	 1.921	 16000	wb
/tmp/tmpugux_tpf.wav	 /tmp/tmpojhsvrtc.wav	 -1.000	 1.201	 16000	wb
/tmp/tmpu7_zsjte.wav	 /tmp/tmp5qxlf074.wav	 -1.000	 2.261	 16000	wb
/tmp/tmpox7erya_.wav	 /tmp/tmppf86t8oh.wav	 -1.000	 1.428	 16000	wb
/tmp/tmpw3alc3ps.wav	 /tmp/tmpu9089pa4.wav	 -1.000	 1.554	 16000	wb
/tmp/tmpy51kb_1c.wav	 /tmp/tmpmnzqyp9_.wav	 -1.000	 1.946	 16000	wb
/tmp/tmp4gv4smqq.wav	 /tmp/tmphd7qvxjg.wav	 -1.000	 1.827	 16000	wb
/tmp/tmp4a0zmeo2.wav	 /tmp/tmpfezyjata.wav	 -1.000	 1.840	 16000	wb
/tmp/tmpg6zc3r5u.wav	 /tmp/tmpazt0i_t8.wav	 -1.000	 1.973	 16000	wb
/tmp/tmp5pikla85.wav	 /tmp/tmp3e0kg26c.wav	 -1.000	 1.320	 16000	wb
/tmp/tmpvf1_ybka.wav	 /tmp/tmp8_u5z6mt.wav	 -1.000	 1.840	 16000	wb
/tmp/tmp7tlolge1.wav	 /tmp/tmp2ad7vy5i.wav	 -1.000	 1.956	 16000	wb
/tmp/tmpiwl__v1d.wav	 /tmp/tmp2m_c4wwq.wav	 -1.000	 2.346	 16000	wb
/tmp/tmpt3t617l2.wav	 /tmp/tmpgh5zcewl.wav	 -1.000	 1.483	 16000	wb
/tmp/tmp339o_e2_.wav	 /tmp/tmpsgjd8wby.wav	 -1.000	 2.546	 16000	wb
/tmp/tmpwmlbm016.wav	 /tmp/tmpod4hmitn.wav	 -1.000	 2.172	 16000	wb
/tmp/tmp_qt4gf97.wav	 /tmp/tmpb67ni7r0.wav	 -1.000	 2.183	 16000	wb
/tmp/tmpbz4rf84f.wav	 /tmp/tmp1rh1l5fv.wav	 -1.000	 2.008	 16000	wb
/tmp/tmpoo1cj3ov.wav	 /tmp/tmpyjv6lvpm.wav	 -1.000	 2.192	 16000	wb
/tmp/tmprwrnd7ns.wav	 /tmp/tmpuzpewm_x.wav	 -1.000	 1.278	 16000	wb
/tmp/tmpu2g0vn_l.wav	 /tmp/tmp_f2pura5.wav	 -1.000	 1.329	 16000	wb
/tmp/tmpeiv5n7jo.wav	 /tmp/tmpj46kqfzg.wav	 -1.000	 1.260	 16000	wb
/tmp/tmpvt327ctl.wav	 /tmp/tmpnandmfk3.wav	 -1.000	 1.635	 16000	wb
/tmp/tmp1c9yl446.wav	 /tmp/tmpyl29c4hk.wav	 -1.000	 1.305	 16000	wb
/tmp/tmpd3lb8h02.wav	 /tmp/tmpujgta3qn.wav	 -1.000	 1.572	 16000	wb
/tmp/tmpgojjzen_.wav	 /tmp/tmp1b08xxq9.wav	 -1.000	 1.337	 16000	wb
/tmp/tmpadpfwskf.wav	 /tmp/tmp4c9u5i4_.wav	 -1.000	 1.515	 16000	wb
/tmp/tmpeaohw6uk.wav	 /tmp/tmp0eglbl07.wav	 -1.000	 2.143	 16000	wb
/tmp/tmp6d9zu4cq.wav	 /tmp/tmpz8w2kyth.wav	 -1.000	 2.137	 16000	wb
/tmp/tmp90cjit5u.wav	 /tmp/tmptjbepkzv.wav	 -1.000	 2.375	 16000	wb
/tmp/tmp7xxk1dg7.wav	 /tmp/tmpyj2a3e8m.wav	 -1.000	 2.139	 16000	wb
/tmp/tmp97uk5agl.wav	 /tmp/tmph8bafg0n.wav	 -1.000	 1.602	 16000	wb
/tmp/tmp0y2e91oy.wav	 /tmp/tmp8cco2i3w.wav	 -1.000	 1.626	 16000	wb
/tmp/tmpz3m7i74o.wav	 /tmp/tmpu6km2okx.wav	 -1.000	 2.089	 16000	wb
/tmp/tmp47lvnt49.wav	 /tmp/tmp68m13m48.wav	 -1.000	 2.243	 16000	wb
/tmp/tmpexl4n0ig.wav	 /tmp/tmpzz6gz6wq.wav	 -1.000	 1.664	 16000	wb
/tmp/tmpebs73eth.wav	 /tmp/tmpcicmrdwt.wav	 -1.000	 1.599	 16000	wb
/tmp/tmpgj13c7i8.wav	 /tmp/tmpy2dcou2_.wav	 -1.000	 1.830	 16000	wb
/tmp/tmp1imuekn7.wav	 /tmp/tmp20w7lm4f.wav	 -1.000	 1.728	 16000	wb
/tmp/tmpg4lquuyq.wav	 /tmp/tmppl8isw30.wav	 -1.000	 1.648	 16000	wb
/tmp/tmpsvp30nur.wav	 /tmp/tmp3a03puqv.wav	 -1.000	 2.639	 16000	wb
/tmp/tmpw5etn99_.wav	 /tmp/tmpyepog4vg.wav	 -1.000	 2.083	 16000	wb
/tmp/tmpusvxqsxi.wav	 /tmp/tmpyv9jvsbd.wav	 -1.000	 1.963	 16000	wb
/tmp/tmpjq2p_g9v.wav	 /tmp/tmp2h7bzzxt.wav	 -1.000	 1.144	 16000	wb
/tmp/tmpxvl6iflc.wav	 /tmp/tmpmkjqdk11.wav	 -1.000	 1.711	 16000	wb
/tmp/tmpr5ns76xt.wav	 /tmp/tmpytdlkbcc.wav	 -1.000	 1.945	 16000	wb
/tmp/tmp9_9iy5vd.wav	 /tmp/tmpf95je8zb.wav	 -1.000	 1.577	 16000	wb
/tmp/tmp4nvjj36w.wav	 /tmp/tmpvpwh1wdg.wav	 -1.000	 1.771	 16000	wb
/tmp/tmp4gkgd0g7.wav	 /tmp/tmpyi2ddpna.wav	 -1.000	 1.612	 16000	wb
/tmp/tmpgnoe1js9.wav	 /tmp/tmpq56qvmhl.wav	 -1.000	 1.398	 16000	wb
/tmp/tmpv5gcrkot.wav	 /tmp/tmpuz98rxaz.wav	 -1.000	 1.295	 16000	wb
/tmp/tmpsyc4_tae.wav	 /tmp/tmp7tmaywtc.wav	 -1.000	 1.873	 16000	wb
/tmp/tmpoa7m6kwu.wav	 /tmp/tmp6usgqzqi.wav	 -1.000	 1.722	 16000	wb
/tmp/tmpr5ci355y.wav	 /tmp/tmp28d7ekre.wav	 -1.000	 1.197	 16000	wb
/tmp/tmpkl0jn2j_.wav	 /tmp/tmpgw4_lygp.wav	 -1.000	 1.238	 16000	wb
/tmp/tmpe1u1rn_y.wav	 /tmp/tmp6cuor8pp.wav	 -1.000	 1.307	 16000	wb
/tmp/tmpxzulmv8z.wav	 /tmp/tmph5ac92mu.wav	 -1.000	 1.240	 16000	wb
/tmp/tmp_x6bsh2_.wav	 /tmp/tmps4scci_p.wav	 -1.000	 1.059	 16000	wb
/tmp/tmp2l8vzvyf.wav	 /tmp/tmpdbkpwr3i.wav	 -1.000	 1.592	 16000	wb
/tmp/tmp7jyo1uvx.wav	 /tmp/tmppqfci47o.wav	 -1.000	 1.649	 16000	wb
/tmp/tmpxssithkz.wav	 /tmp/tmps21r8qb4.wav	 -1.000	 1.457	 16000	wb
/tmp/tmpy0245fiy.wav	 /tmp/tmpr_7saraf.wav	 -1.000	 1.619	 16000	wb
/tmp/tmpzuktw411.wav	 /tmp/tmpqkzst4ch.wav	 -1.000	 1.707	 16000	wb
/tmp/tmphn5i6w6g.wav	 /tmp/tmpgxakfrn2.wav	 -1.000	 1.295	 16000	wb
/tmp/tmp0qrce1kq.wav	 /tmp/tmpnyk7n_sy.wav	 -1.000	 1.514	 16000	wb
/tmp/tmpb8o4r5pf.wav	 /tmp/tmpp2k3yrr5.wav	 -1.000	 1.811	 16000	wb
/tmp/tmpdqyvi5m6.wav	 /tmp/tmp985m_mgv.wav	 -1.000	 1.663	 16000	wb
/tmp/tmp6k0i5ok4.wav	 /tmp/tmpzlgij__4.wav	 -1.000	 2.047	 16000	wb
/tmp/tmpsr556s5w.wav	 /tmp/tmptzvnvh9j.wav	 -1.000	 1.725	 16000	wb
/tmp/tmpd9z29czr.wav	 /tmp/tmplt6bpued.wav	 -1.000	 1.668	 16000	wb
/tmp/tmpwpd5auvq.wav	 /tmp/tmp8bykoa1y.wav	 -1.000	 1.943	 16000	wb
/tmp/tmp_inuuox3.wav	 /tmp/tmp331kxy8n.wav	 -1.000	 1.302	 16000	wb
/tmp/tmp92c4ff0t.wav	 /tmp/tmp5ldnxpve.wav	 -1.000	 1.519	 16000	wb
/tmp/tmpab5ypw6f.wav	 /tmp/tmpo6jdwd2o.wav	 -1.000	 2.302	 16000	wb
/tmp/tmpt5it874i.wav	 /tmp/tmpqm7ehu6o.wav	 -1.000	 2.108	 16000	wb
/tmp/tmp9_63fhfv.wav	 /tmp/tmpsmxaf_6d.wav	 -1.000	 1.981	 16000	wb
/tmp/tmpdpg8yo3t.wav	 /tmp/tmpsfksiupt.wav	 -1.000	 1.485	 16000	wb
/tmp/tmp6y3lr77j.wav	 /tmp/tmp34jw38vf.wav	 -1.000	 2.038	 16000	wb
/tmp/tmptj2mng0j.wav	 /tmp/tmp38kemb2w.wav	 -1.000	 1.377	 16000	wb
/tmp/tmpkw5f27en.wav	 /tmp/tmprqlbxpt3.wav	 -1.000	 2.401	 16000	wb
/tmp/tmphbpty212.wav	 /tmp/tmp8v6a8eeo.wav	 -1.000	 1.823	 16000	wb
/tmp/tmp8urh5a95.wav	 /tmp/tmpkno9eqfy.wav	 -1.000	 1.234	 16000	wb
/tmp/tmpdae2xy6u.wav	 /tmp/tmpoh7wjyug.wav	 -1.000	 1.665	 16000	wb
/tmp/tmp4geez0gn.wav	 /tmp/tmpt9ydsbkd.wav	 -1.000	 1.364	 16000	wb
/tmp/tmpdydld6j9.wav	 /tmp/tmppkkwiicf.wav	 -1.000	 1.403	 16000	wb
/tmp/tmp3_tslsf4.wav	 /tmp/tmpjkzksx1e.wav	 -1.000	 1.544	 16000	wb
/tmp/tmpawbnjs5p.wav	 /tmp/tmp6nmlxaf6.wav	 -1.000	 1.674	 16000	wb
/tmp/tmpuxc7ctsz.wav	 /tmp/tmp3mb67n4y.wav	 -1.000	 1.696	 16000	wb
/tmp/tmphl2b47m4.wav	 /tmp/tmpjd04q9h9.wav	 -1.000	 1.768	 16000	wb
/tmp/tmpp_h7l15u.wav	 /tmp/tmp8jb4pn5q.wav	 -1.000	 1.312	 16000	wb
/tmp/tmp9fld6beo.wav	 /tmp/tmprqj2105t.wav	 -1.000	 1.813	 16000	wb
/tmp/tmpe2scp6pq.wav	 /tmp/tmp3b_9s8f6.wav	 -1.000	 1.661	 16000	wb
/tmp/tmp_jnl7_s7.wav	 /tmp/tmpi7hboayz.wav	 -1.000	 1.966	 16000	wb
/tmp/tmpgn8nsyfn.wav	 /tmp/tmphq61uczn.wav	 -1.000	 1.366	 16000	wb
/tmp/tmpllpn506n.wav	 /tmp/tmprj83g_6k.wav	 -1.000	 2.264	 16000	wb
/tmp/tmpygdm_sbh.wav	 /tmp/tmpdukzj1kf.wav	 -1.000	 1.754	 16000	wb
/tmp/tmp7e0_0zsr.wav	 /tmp/tmpyncsz60l.wav	 -1.000	 1.860	 16000	wb
/tmp/tmpv4anavz8.wav	 /tmp/tmpcyn_o662.wav	 -1.000	 1.727	 16000	wb
/tmp/tmpp27ik7dm.wav	 /tmp/tmp4amz6kay.wav	 -1.000	 2.137	 16000	wb
/tmp/tmpq4_ssy0n.wav	 /tmp/tmp28m02ed2.wav	 -1.000	 1.215	 16000	wb
/tmp/tmphp4gy3j_.wav	 /tmp/tmp904s9yl9.wav	 -1.000	 1.296	 16000	wb
/tmp/tmpd_aupww5.wav	 /tmp/tmp4v41yzcn.wav	 -1.000	 1.207	 16000	wb
/tmp/tmp6vwkz1gx.wav	 /tmp/tmpz9_nk3tf.wav	 -1.000	 1.386	 16000	wb
/tmp/tmpz8acmvcb.wav	 /tmp/tmp4fo944pt.wav	 -1.000	 1.249	 16000	wb
/tmp/tmp_w5qd2xt.wav	 /tmp/tmp3it752ij.wav	 -1.000	 1.618	 16000	wb
/tmp/tmp55m2nsqw.wav	 /tmp/tmpd1kmoxjl.wav	 -1.000	 1.288	 16000	wb
/tmp/tmpjnl9auso.wav	 /tmp/tmpj9c5wme5.wav	 -1.000	 1.490	 16000	wb
/tmp/tmpx_xc5tqr.wav	 /tmp/tmpuclccdsa.wav	 -1.000	 1.849	 16000	wb
/tmp/tmp0b5jroaz.wav	 /tmp/tmpi9jzjkxl.wav	 -1.000	 1.782	 16000	wb
/tmp/tmphhhk8jv_.wav	 /tmp/tmplrhsed38.wav	 -1.000	 1.986	 16000	wb
/tmp/tmpwkvl8go3.wav	 /tmp/tmpof1njb26.wav	 -1.000	 1.827	 16000	wb
/tmp/tmp44z5f2oi.wav	 /tmp/tmp6bsc2zwn.wav	 -1.000	 1.479	 16000	wb
/tmp/tmpsn2cldgu.wav	 /tmp/tmp2wqfk7xn.wav	 -1.000	 1.462	 16000	wb
/tmp/tmptejf9adi.wav	 /tmp/tmpoyh4_roh.wav	 -1.000	 1.913	 16000	wb
/tmp/tmpkb4d1uwz.wav	 /tmp/tmp64tu5jps.wav	 -1.000	 1.726	 16000	wb
/tmp/tmpcyw3y9e3.wav	 /tmp/tmpuoy7vkkx.wav	 -1.000	 1.577	 16000	wb
/tmp/tmp0ckbye5b.wav	 /tmp/tmpvc9heopt.wav	 -1.000	 1.374	 16000	wb
/tmp/tmpvf7x2x1r.wav	 /tmp/tmp4v2x5u3b.wav	 -1.000	 1.553	 16000	wb
/tmp/tmplmyo_dyb.wav	 /tmp/tmp80iycjj3.wav	 -1.000	 1.452	 16000	wb
/tmp/tmpsiwvzr4b.wav	 /tmp/tmpsq_k8bml.wav	 -1.000	 1.468	 16000	wb
/tmp/tmpwm7_zez6.wav	 /tmp/tmpnzweo37g.wav	 -1.000	 2.346	 16000	wb
/tmp/tmpu66vmbj_.wav	 /tmp/tmpzn_mreqk.wav	 -1.000	 1.878	 16000	wb
/tmp/tmp48lu4z65.wav	 /tmp/tmp1frk9kdk.wav	 -1.000	 1.705	 16000	wb
/tmp/tmpt6l67jl7.wav	 /tmp/tmpzw2rk8el.wav	 -1.000	 1.118	 16000	wb
/tmp/tmpr3gl_er7.wav	 /tmp/tmpr3ucy_fx.wav	 -1.000	 1.592	 16000	wb
/tmp/tmpgkcpzanf.wav	 /tmp/tmp3ju2xb1u.wav	 -1.000	 1.681	 16000	wb
/tmp/tmp7p6tjdx0.wav	 /tmp/tmpi90rfv9t.wav	 -1.000	 1.800	 16000	wb
/tmp/tmp9q75fpc6.wav	 /tmp/tmpk_8zvikm.wav	 -1.000	 2.158	 16000	wb
/tmp/tmpb4cwb42r.wav	 /tmp/tmp708305kw.wav	 -1.000	 1.063	 16000	wb
/tmp/tmp7ycgjq2d.wav	 /tmp/tmp6entjc8e.wav	 -1.000	 1.365	 16000	wb
/tmp/tmpxhr6soq9.wav	 /tmp/tmphzrg6m_a.wav	 -1.000	 1.797	 16000	wb
/tmp/tmpaq8co06_.wav	 /tmp/tmp9z4w0wif.wav	 -1.000	 1.167	 16000	wb
/tmp/tmpmdidqpmg.wav	 /tmp/tmpmzcoyuiv.wav	 -1.000	 1.321	 16000	wb
/tmp/tmpc7qqi5ni.wav	 /tmp/tmpd5woswpe.wav	 -1.000	 1.334	 16000	wb
/tmp/tmpufizgo9i.wav	 /tmp/tmpkpi2fbrw.wav	 -1.000	 1.484	 16000	wb
/tmp/tmpoxj9f8dj.wav	 /tmp/tmpxev4gsjw.wav	 -1.000	 1.716	 16000	wb
/tmp/tmp6cpf3vcf.wav	 /tmp/tmp8613zknl.wav	 -1.000	 1.383	 16000	wb
/tmp/tmpuz815w6u.wav	 /tmp/tmpr9ajgfbx.wav	 -1.000	 1.679	 16000	wb
/tmp/tmpb9b9f8c7.wav	 /tmp/tmpr_1w07i4.wav	 -1.000	 2.539	 16000	wb
/tmp/tmpezed4kfz.wav	 /tmp/tmptlka_iec.wav	 -1.000	 2.034	 16000	wb
/tmp/tmpkas5jhw4.wav	 /tmp/tmpcsqsmp4u.wav	 -1.000	 1.918	 16000	wb
/tmp/tmpmed4nn6x.wav	 /tmp/tmpayscm5h8.wav	 -1.000	 1.595	 16000	wb
/tmp/tmppfq999y4.wav	 /tmp/tmp1syxh4qv.wav	 -1.000	 1.729	 16000	wb
/tmp/tmpdnyxhgdi.wav	 /tmp/tmpgdebp9nq.wav	 -1.000	 2.034	 16000	wb
/tmp/tmpggy1a0v4.wav	 /tmp/tmpx43n1b46.wav	 -1.000	 2.812	 16000	wb
/tmp/tmpc75r91bk.wav	 /tmp/tmpd1bferxp.wav	 -1.000	 1.507	 16000	wb
/tmp/tmpch2zw175.wav	 /tmp/tmpy8c6fiyf.wav	 -1.000	 2.297	 16000	wb
/tmp/tmp5nd64am7.wav	 /tmp/tmp0e3r_ce9.wav	 -1.000	 1.260	 16000	wb
/tmp/tmp686y80ec.wav	 /tmp/tmpbvgx1vw5.wav	 -1.000	 2.227	 16000	wb
/tmp/tmpzvvaj9ue.wav	 /tmp/tmpttonvlrf.wav	 -1.000	 1.589	 16000	wb
/tmp/tmpmjj9djtk.wav	 /tmp/tmpg8_hcl7v.wav	 -1.000	 2.383	 16000	wb
/tmp/tmpoh99dsrr.wav	 /tmp/tmp5sf0kuxx.wav	 -1.000	 1.484	 16000	wb
/tmp/tmp6vv577je.wav	 /tmp/tmpqfq7tilu.wav	 -1.000	 2.035	 16000	wb
/tmp/tmpbxsghtas.wav	 /tmp/tmpf8kv9_rx.wav	 -1.000	 1.470	 16000	wb
/tmp/tmp6z8ml33m.wav	 /tmp/tmpdego2cea.wav	 -1.000	 1.178	 16000	wb
/tmp/tmpvjup6fq3.wav	 /tmp/tmp90ayabyx.wav	 -1.000	 1.825	 16000	wb
/tmp/tmpvxboipx5.wav	 /tmp/tmppz_91640.wav	 -1.000	 1.665	 16000	wb
/tmp/tmphsk3d01t.wav	 /tmp/tmpi413evs4.wav	 -1.000	 1.563	 16000	wb
/tmp/tmpmx85vh2k.wav	 /tmp/tmpzjhv3ova.wav	 -1.000	 1.294	 16000	wb
/tmp/tmpbnjtr7s3.wav	 /tmp/tmpsi7laue8.wav	 -1.000	 1.300	 16000	wb
/tmp/tmpcff13vth.wav	 /tmp/tmp0db51lww.wav	 -1.000	 1.655	 16000	wb
/tmp/tmpw306j3ry.wav	 /tmp/tmp0kt4v8lz.wav	 -1.000	 2.383	 16000	wb
/tmp/tmpea3raa7r.wav	 /tmp/tmplbhyvdon.wav	 -1.000	 1.653	 16000	wb
/tmp/tmpdse_qab_.wav	 /tmp/tmp_c0ps1hj.wav	 -1.000	 2.282	 16000	wb
/tmp/tmpoz0o6f7c.wav	 /tmp/tmpm3ob5zjx.wav	 -1.000	 1.103	 16000	wb
/tmp/tmpb3wd0ckq.wav	 /tmp/tmpe6mxozol.wav	 -1.000	 1.222	 16000	wb
/tmp/tmp0k3g01tx.wav	 /tmp/tmpid7vq1g4.wav	 -1.000	 1.927	 16000	wb
/tmp/tmpcff5kw86.wav	 /tmp/tmphs17ecou.wav	 -1.000	 2.121	 16000	wb
/tmp/tmptzyngpix.wav	 /tmp/tmp0m4373y4.wav	 -1.000	 1.182	 16000	wb
/tmp/tmp18pw64xy.wav	 /tmp/tmpov5vhm28.wav	 -1.000	 1.970	 16000	wb
/tmp/tmpkm9xfmp7.wav	 /tmp/tmpy9vj4kh8.wav	 -1.000	 1.852	 16000	wb
/tmp/tmpwsx1pww3.wav	 /tmp/tmpro4nf62p.wav	 -1.000	 2.126	 16000	wb
/tmp/tmp_qpcqd2z.wav	 /tmp/tmpjfitvx0f.wav	 -1.000	 1.566	 16000	wb
/tmp/tmp5c6bjxg7.wav	 /tmp/tmpfqhnpioq.wav	 -1.000	 1.378	 16000	wb
/tmp/tmpobgs_qck.wav	 /tmp/tmphbona4ch.wav	 -1.000	 2.592	 16000	wb
/tmp/tmpta1lpml_.wav	 /tmp/tmp7hb8lke5.wav	 -1.000	 2.040	 16000	wb
/tmp/tmp85t9jd0z.wav	 /tmp/tmp42q8c5mq.wav	 -1.000	 1.642	 16000	wb
/tmp/tmp5zql4zdo.wav	 /tmp/tmpc6a4a_t3.wav	 -1.000	 1.799	 16000	wb
/tmp/tmpl_x3ucux.wav	 /tmp/tmpkfy5wxb8.wav	 -1.000	 2.302	 16000	wb
/tmp/tmpfrx7sn7p.wav	 /tmp/tmp4dtsdsj7.wav	 -1.000	 1.467	 16000	wb
/tmp/tmpuliha8j5.wav	 /tmp/tmpu344thaq.wav	 -1.000	 1.417	 16000	wb
/tmp/tmpwwr8y1a6.wav	 /tmp/tmprk7xfvl7.wav	 -1.000	 1.107	 16000	wb
/tmp/tmp420pg5x1.wav	 /tmp/tmprds2ngtl.wav	 -1.000	 1.532	 16000	wb
/tmp/tmpskybme1g.wav	 /tmp/tmpqrkz5_w6.wav	 -1.000	 1.339	 16000	wb
/tmp/tmpw8zvqp0q.wav	 /tmp/tmp4_z40kzg.wav	 -1.000	 1.493	 16000	wb
/tmp/tmp4ibe1n9_.wav	 /tmp/tmp7_tzb2qu.wav	 -1.000	 1.562	 16000	wb
/tmp/tmp36czsfnm.wav	 /tmp/tmp9kcxj7ar.wav	 -1.000	 1.715	 16000	wb
/tmp/tmpb2aky0b1.wav	 /tmp/tmp0jbfcz1b.wav	 -1.000	 1.373	 16000	wb
/tmp/tmp168_iulj.wav	 /tmp/tmpnltajr9x.wav	 -1.000	 1.772	 16000	wb
/tmp/tmpnu19yx1h.wav	 /tmp/tmp676q3qd_.wav	 -1.000	 1.760	 16000	wb
/tmp/tmpzzj5t0bf.wav	 /tmp/tmpeowhyetg.wav	 -1.000	 1.182	 16000	wb
/tmp/tmps5jka2va.wav	 /tmp/tmp93cil6j6.wav	 -1.000	 1.299	 16000	wb
/tmp/tmp_7yjw3vg.wav	 /tmp/tmpad8vhw85.wav	 -1.000	 1.952	 16000	wb
/tmp/tmpr75gfq0h.wav	 /tmp/tmpfzk8tciw.wav	 -1.000	 1.080	 16000	wb
/tmp/tmpdh02emqu.wav	 /tmp/tmpryvc_bku.wav	 -1.000	 1.675	 16000	wb
/tmp/tmp82n53za2.wav	 /tmp/tmpfto99tsa.wav	 -1.000	 2.121	 16000	wb
/tmp/tmpyutle31k.wav	 /tmp/tmpf99frpb9.wav	 -1.000	 1.781	 16000	wb
/tmp/tmpl66xxgfk.wav	 /tmp/tmpqn3g3c_b.wav	 -1.000	 1.781	 16000	wb
/tmp/tmp6ppwvyr9.wav	 /tmp/tmpl2mi5dq4.wav	 -1.000	 1.862	 16000	wb
/tmp/tmpmwc10ndh.wav	 /tmp/tmp2qbvw2ao.wav	 -1.000	 1.892	 16000	wb
/tmp/tmpf0j2kog1.wav	 /tmp/tmpeot4a3oo.wav	 -1.000	 1.903	 16000	wb
/tmp/tmpbaiov0kj.wav	 /tmp/tmpbq81175p.wav	 -1.000	 2.301	 16000	wb
/tmp/tmpoesyxhwy.wav	 /tmp/tmpx3g61st3.wav	 -1.000	 1.379	 16000	wb
/tmp/tmpt0fs5h31.wav	 /tmp/tmpllele_50.wav	 -1.000	 1.778	 16000	wb
/tmp/tmp0pez4oy_.wav	 /tmp/tmpgl4opwql.wav	 -1.000	 1.985	 16000	wb
/tmp/tmpecwo49ec.wav	 /tmp/tmpg3fx3ash.wav	 -1.000	 1.516	 16000	wb
/tmp/tmp80g49mvi.wav	 /tmp/tmpz6o65b7q.wav	 -1.000	 1.981	 16000	wb
/tmp/tmp_vambsrr.wav	 /tmp/tmpeiv_rxom.wav	 -1.000	 2.037	 16000	wb
/tmp/tmpyhhiss4h.wav	 /tmp/tmp_8dw_r3n.wav	 -1.000	 1.057	 16000	wb
/tmp/tmpn9dpvokv.wav	 /tmp/tmpj4gg4gnh.wav	 -1.000	 1.310	 16000	wb
/tmp/tmphiuzd83_.wav	 /tmp/tmpdqtlyh18.wav	 -1.000	 1.626	 16000	wb
/tmp/tmpx1nim104.wav	 /tmp/tmpng5zkq2t.wav	 -1.000	 1.194	 16000	wb
/tmp/tmp_bi4qng6.wav	 /tmp/tmpadnl9x3y.wav	 -1.000	 1.387	 16000	wb
/tmp/tmpvq0r2nyh.wav	 /tmp/tmp7709h3yp.wav	 -1.000	 1.270	 16000	wb
/tmp/tmpyh_xmtib.wav	 /tmp/tmp3viplliy.wav	 -1.000	 1.496	 16000	wb
/tmp/tmp6p651c49.wav	 /tmp/tmpf5npj0k_.wav	 -1.000	 1.630	 16000	wb
